StudyTimeWeekly,Absences,Tutoring,GPA,GradeClass,ParentalEducation_0.0,ParentalEducation_1.0,ParentalEducation_2.0,ParentalEducation_3.0,ParentalEducation_4.0,ParentalInvolvement_0.0,ParentalInvolvement_1.0,ParentalInvolvement_2.0,ParentalInvolvement_3.0,ParentalInvolvement_4.0
0.2674641513503242,0.896551724137931,1.0,-1.845622762179096,4.0,0,1,0,0,0,0,1,0,0,0
0.5096456960085389,0.7241379310344828,1.0,-0.9180101209250382,4.0,0,1,0,0,0,0,1,0,0,0
0.14757052019125713,0.10344827586206896,1.0,1.2125957219788983,1.0,0,1,0,0,0,0,1,0,0,0
0.6123058534019336,0.7241379310344828,1.0,-0.4166780242904228,4.0,0,1,0,0,0,0,0,0,1,0
0.5663447151804888,0.7931034482758621,1.0,-0.9283578759895489,4.0,0,0,1,0,0,0,1,0,0,0
0.7154709410193262,0.24137931034482757,0.0,0.78259879492153,2.0,0,1,0,0,0,0,0,1,0,0
0.9387295692672377,0.41379310344827586,1.0,0.9831152665618064,2.0,0,0,1,0,0,0,0,0,0,1
0.9132502612870782,0.3103448275862069,0.0,1.0706229966938139,2.0,0,1,0,0,0,0,0,1,0,0
0.947110193788108,0.034482758620689655,1.0,2.2839296292416784,0.0,0,1,0,0,0,0,0,0,1,0
0.24494399685402884,0.24137931034482757,0.0,0.6626691480938595,2.0,0,0,1,0,0,0,0,0,0,1
0.13166364628063007,0.1724137931034483,0.0,0.7155920683962905,2.0,0,0,1,0,0,0,1,0,0,0
0.3025712637722325,0.5172413793103449,0.0,-0.22367737233405882,4.0,0,0,1,0,0,0,0,1,0,0
0.8960611379913757,0.5862068965517241,0.0,0.20904469021898295,3.0,0,0,1,0,0,0,0,0,1,0
0.9731179104485137,0.5517241379310345,0.0,0.6034256901781712,3.0,0,1,0,0,0,0,0,0,0,1
0.8602598115236122,0.1724137931034483,0.0,1.121493395609589,2.0,0,0,1,0,0,0,0,0,1,0
0.11009129298043117,0.41379310344827586,1.0,0.0850973567301653,4.0,1,0,0,0,0,0,1,0,0,0
0.948464128276783,0.7586206896551724,0.0,-0.3678923918003811,4.0,0,1,0,0,0,0,0,0,0,1
0.42379176714905203,0.4482758620689655,0.0,-0.26659335067660006,4.0,0,0,1,0,0,0,1,0,0,0
0.009268104760851357,1.0,1.0,-1.2581662736871913,4.0,1,0,0,0,0,0,0,1,0,0
0.4428493610862535,0.8620689655172413,0.0,-1.2073779380628151,4.0,0,1,0,0,0,0,0,1,0,0
0.046069236081511096,0.6896551724137931,0.0,-0.6181269693032989,4.0,0,0,0,0,1,0,0,1,0,0
0.5444501919883545,1.0,0.0,-1.771055433923394,4.0,0,0,0,0,1,0,0,0,1,0
0.33889028957455386,0.3103448275862069,1.0,0.7702710062005288,2.0,0,1,0,0,0,0,0,0,1,0
0.4739262341317187,0.7931034482758621,0.0,-1.069523253373527,4.0,1,0,0,0,0,0,0,0,1,0
0.6138222794515488,0.3448275862068966,0.0,-0.017132993716920016,4.0,0,1,0,0,0,1,0,0,0,0
0.8697468488468386,0.41379310344827586,0.0,0.4617027823205304,3.0,0,1,0,0,0,0,0,1,0,0
0.6626095093850514,0.3793103448275862,0.0,0.3557556497713139,3.0,0,0,0,1,0,0,0,0,1,0
0.43449489685071185,0.27586206896551724,0.0,0.5212884237741092,3.0,0,1,0,0,0,0,0,1,0,0
0.8203168544381197,0.10344827586206896,1.0,1.5712570939905373,1.0,0,0,1,0,0,0,0,0,0,1
0.9065701681921676,0.20689655172413793,1.0,1.4778913458360727,1.0,0,1,0,0,0,0,0,0,1,0
0.11984473647175888,0.7931034482758621,0.0,-0.9487380434171624,4.0,0,0,0,0,1,0,0,0,1,0
0.5324915184129363,0.9655172413793103,0.0,-2.0536078308843364,4.0,0,1,0,0,0,1,0,0,0,0
0.2847861034002994,0.7241379310344828,1.0,-0.6316922276001107,4.0,0,0,1,0,0,0,0,0,1,0
0.0470624045650129,0.034482758620689655,0.0,1.5019817227460133,1.0,0,1,0,0,0,0,0,0,0,1
0.669262266094321,0.20689655172413793,0.0,1.123652226582733,2.0,0,0,1,0,0,0,0,1,0,0
0.8637095988173759,0.9655172413793103,0.0,-1.2771568359743182,4.0,0,1,0,0,0,0,0,0,1,0
0.1630370147404711,0.27586206896551724,0.0,0.707987783149852,2.0,0,1,0,0,0,0,0,1,0,0
0.81329459599395,0.13793103448275862,1.0,1.520558515739491,1.0,0,0,0,1,0,0,0,1,0,0
0.8543237787043564,0.48275862068965514,0.0,0.3191137300605773,3.0,0,0,0,1,0,0,0,0,1,0
0.915338540396603,0.5862068965517241,0.0,-0.057419498265956825,4.0,0,0,0,1,0,0,0,0,1,0
0.26553713248803523,0.10344827586206896,0.0,0.9019230159977101,2.0,0,0,1,0,0,0,0,0,1,0
0.9049392231602224,0.6206896551724138,1.0,0.24382654869722967,3.0,0,0,0,1,0,0,1,0,0,0
0.3209784518108934,0.6551724137931034,0.0,-1.0140973016753994,4.0,1,0,0,0,0,0,1,0,0,0
0.5529200089134277,0.8620689655172413,0.0,-0.9982034282809935,4.0,0,1,0,0,0,0,0,0,1,0
0.0505126388219471,0.20689655172413793,0.0,0.18154301006470813,3.0,0,1,0,0,0,0,1,0,0,0
0.04387863964871003,0.8620689655172413,0.0,-1.537441061632164,4.0,0,0,1,0,0,0,0,1,0,0
0.7211483554117966,0.24137931034482757,0.0,0.6813836385096219,2.0,0,1,0,0,0,1,0,0,0,0
0.4449379963546939,0.5517241379310345,0.0,-0.48600752928709706,4.0,0,1,0,0,0,0,1,0,0,0
0.2565340820932448,0.41379310344827586,0.0,0.47434268039400385,3.0,0,0,1,0,0,0,0,0,1,0
0.19057947848536602,0.7931034482758621,0.0,-0.8185496618126876,4.0,0,0,0,1,0,0,0,0,1,0
0.6706706791312854,0.6896551724137931,1.0,-0.4200840008626512,4.0,0,1,0,0,0,0,1,0,0,0
0.0003491179317061201,0.9310344827586207,0.0,-2.0839851768902697,4.0,0,1,0,0,0,0,1,0,0,0
0.8067646102413244,0.7586206896551724,0.0,-0.9279924846283141,4.0,0,1,0,0,0,1,0,0,0,0
0.07928781167338875,0.3448275862068966,0.0,0.350843613989974,3.0,0,1,0,0,0,0,0,1,0,0
0.19165683432664213,0.896551724137931,0.0,-1.871329661771616,4.0,0,1,0,0,0,0,1,0,0,0
0.3866274657630528,0.0,0.0,1.7454968486202809,0.0,0,0,1,0,0,0,0,1,0,0
0.4853631712874927,0.034482758620689655,1.0,1.795036506599454,0.0,0,0,1,0,0,0,0,0,1,0
0.3553502760786559,0.5517241379310345,1.0,0.3603997052434684,3.0,0,0,1,0,0,0,0,0,1,0
0.32102791885534027,0.13793103448275862,0.0,0.873608936448856,2.0,0,1,0,0,0,0,1,0,0,0
0.64226425495013,1.0,0.0,-1.0296989102462761,4.0,0,1,0,0,0,0,0,0,0,1
0.023407002610515856,0.1724137931034483,0.0,0.7062746836869508,2.0,0,0,1,0,0,0,0,1,0,0
0.4306174850397154,0.8620689655172413,0.0,-1.2712010782142233,4.0,0,0,0,1,0,0,0,1,0,0
0.8759615876559527,0.8275862068965517,0.0,-1.2955147691365416,4.0,0,1,0,0,0,0,0,1,0,0
0.3017498065350402,0.7931034482758621,1.0,-0.6958296053704803,4.0,0,1,0,0,0,0,1,0,0,0
0.09461214455295855,0.20689655172413793,0.0,0.6745082381266698,2.0,0,0,0,1,0,0,0,0,1,0
0.7592036066713567,0.9310344827586207,0.0,-1.0548876375534726,4.0,0,1,0,0,0,0,0,0,1,0
0.6066575249037623,0.6896551724137931,1.0,-0.428939562663602,4.0,0,0,1,0,0,0,0,1,0,0
0.5709151641361084,1.0,0.0,-1.3760838558471193,4.0,1,0,0,0,0,0,0,0,1,0
0.05358525532576214,0.48275862068965514,0.0,0.15331547528784417,3.0,0,0,1,0,0,0,0,0,1,0
0.14060761824588344,0.6206896551724138,0.0,-1.1642158855958196,4.0,0,1,0,0,0,1,0,0,0,0
0.6232120956525847,0.5172413793103449,0.0,-0.48512314884046986,4.0,1,0,0,0,0,0,1,0,0,0
0.20800983619880495,0.8275862068965517,1.0,-0.45917889129749095,4.0,0,0,1,0,0,0,0,0,1,0
0.5045965934978731,0.41379310344827586,1.0,0.7415815611569799,2.0,0,1,0,0,0,0,0,0,0,1
0.5454551107626819,0.13793103448275862,1.0,1.4330674448345542,1.0,0,1,0,0,0,0,0,0,1,0
0.2837801789713529,0.06896551724137931,1.0,1.7872534163925122,0.0,1,0,0,0,0,0,0,0,0,1
0.9494624319561414,0.06896551724137931,0.0,1.2897910760643463,1.0,0,1,0,0,0,0,0,1,0,0
0.84337958688278,0.6206896551724138,1.0,0.012566363460826535,4.0,0,1,0,0,0,0,1,0,0,0
0.7231509496442046,0.4482758620689655,1.0,0.31683175446530454,3.0,1,0,0,0,0,0,0,1,0,0
0.07803062851752642,0.5172413793103449,0.0,-1.1249957037087233,4.0,0,0,0,1,0,1,0,0,0,0
0.10619912242452194,0.7241379310344828,0.0,-0.6203311610717043,4.0,1,0,0,0,0,0,0,0,1,0
0.4932948840506758,0.5517241379310345,0.0,-0.09711755078043936,4.0,0,0,1,0,0,0,0,0,0,1
0.1608451929508048,0.896551724137931,0.0,-1.407667151463643,4.0,0,1,0,0,0,0,0,0,1,0
0.9793370397985259,0.10344827586206896,0.0,1.8683890041817859,0.0,0,1,0,0,0,0,0,1,0,0
0.15864955693191912,0.41379310344827586,1.0,0.2909623542462732,3.0,0,0,0,1,0,0,1,0,0,0
0.48797526605388997,0.24137931034482757,1.0,1.1640028412013366,2.0,0,1,0,0,0,0,1,0,0,0
0.36448670691112145,0.6206896551724138,0.0,-1.0130425234122915,4.0,0,0,0,0,1,0,0,1,0,0
0.6400684744153217,0.13793103448275862,0.0,1.3029765616404239,1.0,0,1,0,0,0,0,0,0,1,0
0.12913184169755612,0.034482758620689655,1.0,1.7360373330551286,1.0,0,0,1,0,0,0,0,1,0,0
0.4307581661595003,0.48275862068965514,0.0,0.7448440102326364,2.0,0,0,1,0,0,0,0,0,0,1
0.27496790391086506,0.034482758620689655,0.0,1.7761636366848,0.0,0,0,0,1,0,0,0,0,1,0
0.8887190598535966,0.3448275862068966,1.0,0.995309308639465,2.0,0,0,1,0,0,0,1,0,0,0
0.04057947558954122,0.41379310344827586,1.0,0.11809555098983944,3.0,0,0,1,0,0,0,1,0,0,0
0.9147248873449965,0.7586206896551724,1.0,-0.5866803184415915,4.0,0,1,0,0,0,0,0,0,1,0
0.8338987331591109,0.3103448275862069,0.0,0.21440677628633015,3.0,0,1,0,0,0,0,1,0,0,0
0.29785987044458095,0.06896551724137931,0.0,1.2251897645907583,1.0,0,0,0,1,0,0,0,0,1,0
0.7901450143353667,0.13793103448275862,1.0,1.8279432072396626,0.0,0,1,0,0,0,0,0,1,0,0
0.031196551000951245,0.06896551724137931,0.0,0.5657521443367569,3.0,0,1,0,0,0,0,1,0,0,0
0.967924023206596,0.1724137931034483,1.0,1.3682358962036199,1.0,0,0,1,0,0,0,0,1,0,0
0.5271473476264309,0.41379310344827586,0.0,0.2338908889230187,3.0,0,1,0,0,0,0,0,1,0,0
0.30357674374088217,0.3103448275862069,0.0,0.32367561741137774,3.0,0,0,0,0,1,0,0,0,1,0
0.36294709499118366,0.6206896551724138,0.0,-0.7921880227105151,4.0,0,0,1,0,0,1,0,0,0,0
0.0664287951900137,0.24137931034482757,0.0,0.9067214128315175,2.0,0,0,1,0,0,0,0,0,1,0
0.9904338308233601,0.5862068965517241,1.0,0.35975537993469253,3.0,0,0,0,1,0,0,0,0,1,0
0.03928422147338336,0.06896551724137931,0.0,1.3442618051975848,1.0,1,0,0,0,0,0,0,0,1,0
0.6556070161338324,0.7931034482758621,1.0,-0.941726566108319,4.0,0,1,0,0,0,1,0,0,0,0
0.44319194136190043,0.7931034482758621,1.0,-1.1924301626592684,4.0,0,0,1,0,0,0,0,0,1,0
0.9499540589062921,0.5517241379310345,0.0,0.13660223785870032,3.0,0,1,0,0,0,0,0,1,0,0
0.2462296162082569,0.24137931034482757,1.0,0.5717927706815351,3.0,0,0,1,0,0,0,0,1,0,0
0.4828577636614765,0.034482758620689655,1.0,1.835004015778327,0.0,0,0,1,0,0,0,0,1,0,0
0.7036214638152047,0.3793103448275862,0.0,0.44349521571748657,3.0,0,1,0,0,0,0,0,0,1,0
0.06803551841224632,0.7586206896551724,0.0,-0.9841160338161716,4.0,0,0,0,0,1,0,1,0,0,0
0.19395899259659502,0.1724137931034483,0.0,1.062674103716767,2.0,0,0,1,0,0,0,0,0,1,0
0.214758563244204,0.034482758620689655,0.0,0.9784744739220124,2.0,0,0,1,0,0,0,1,0,0,0
0.7389463322486585,0.6896551724137931,1.0,-0.15891285699967575,4.0,0,1,0,0,0,0,0,0,1,0
0.18930321352116528,0.7586206896551724,0.0,-0.8610659300873621,4.0,0,0,0,1,0,0,0,0,0,1
0.574098074521301,0.7931034482758621,0.0,-0.9585291317631629,4.0,0,0,1,0,0,0,0,1,0,0
0.21543834411894638,0.06896551724137931,0.0,1.2745256517003747,1.0,0,0,1,0,0,0,0,1,0,0
0.8625624542497824,0.5517241379310345,1.0,0.7894847765781001,2.0,0,0,0,1,0,0,0,0,1,0
0.9432155587526634,0.9655172413793103,0.0,-1.5346468290001938,4.0,0,1,0,0,0,1,0,0,0,0
0.5190360673469431,0.20689655172413793,0.0,0.9563432411160027,2.0,0,0,1,0,0,0,0,1,0,0
0.3526609567987134,0.9655172413793103,0.0,-1.8135820235807556,4.0,0,0,0,1,0,0,0,1,0,0
0.23427392425612073,0.6896551724137931,0.0,-0.7850232556155079,4.0,0,1,0,0,0,0,0,0,1,0
0.049785334434178645,0.13793103448275862,1.0,1.6025283774406933,1.0,0,0,1,0,0,0,0,0,1,0
0.2687558150442215,0.7586206896551724,1.0,-0.6714304048719811,4.0,0,0,0,1,0,0,0,0,1,0
0.6549349014608629,0.0,1.0,1.9766325220772203,0.0,0,0,1,0,0,0,0,0,1,0
0.5341774080282384,0.24137931034482757,0.0,0.8322090438638641,2.0,0,0,1,0,0,0,0,0,1,0
0.9450735159233629,0.3793103448275862,1.0,0.5036199834356929,3.0,0,0,0,1,0,0,0,1,0,0
0.3966798744043262,0.4482758620689655,0.0,-0.31008016852921855,4.0,0,0,0,1,0,0,0,1,0,0
0.6946080137302497,0.5172413793103449,1.0,0.6868854749192128,2.0,0,1,0,0,0,0,0,1,0,0
0.48983231022635165,0.3103448275862069,0.0,0.4258382487992876,3.0,1,0,0,0,0,0,0,0,0,1
0.5131125073480685,0.48275862068965514,0.0,0.38367282454558554,3.0,0,0,1,0,0,0,0,0,1,0
0.26802921921997397,0.6896551724137931,0.0,-0.641106434784979,4.0,0,0,1,0,0,0,0,1,0,0
0.4554208308294667,0.7931034482758621,0.0,-1.046633552909028,4.0,0,0,1,0,0,0,0,0,1,0
0.47127325157094274,0.8620689655172413,0.0,-1.189887631118001,4.0,0,0,1,0,0,0,0,1,0,0
0.7074018817148776,0.48275862068965514,1.0,0.47039816940960416,3.0,0,1,0,0,0,0,0,0,1,0
0.9416683268339997,0.3103448275862069,0.0,0.8455493905834569,2.0,0,0,1,0,0,0,0,1,0,0
0.3296469270709549,0.6896551724137931,1.0,-0.3981475399297192,4.0,0,1,0,0,0,0,1,0,0,0
0.0421960881159505,0.9310344827586207,0.0,-1.8689733639219592,4.0,0,0,1,0,0,0,0,0,1,0
0.49681270260296084,0.20689655172413793,0.0,0.9174386825688401,2.0,0,0,1,0,0,0,0,0,1,0
0.5450342735881804,0.8620689655172413,1.0,-0.8774646929381662,4.0,0,1,0,0,0,0,0,1,0,0
0.1685812769072827,0.06896551724137931,0.0,0.7043167123681461,2.0,0,1,0,0,0,0,0,1,0,0
0.7612858323307522,0.034482758620689655,0.0,1.4914080241844108,1.0,0,0,1,0,0,0,0,0,1,0
0.9860083443030193,0.1724137931034483,1.0,1.3951248976838682,1.0,0,0,1,0,0,0,0,0,1,0
0.9468089469184582,0.6896551724137931,0.0,-0.20347145631576372,4.0,0,1,0,0,0,0,0,0,1,0
0.19727971400633898,0.27586206896551724,0.0,0.4691116492424997,3.0,0,0,0,0,1,0,0,1,0,0
0.8763165356813465,0.3103448275862069,1.0,1.4911517247713952,1.0,0,0,1,0,0,0,0,0,0,1
0.7052505266861901,0.10344827586206896,0.0,1.184855677069802,2.0,0,0,0,0,1,0,0,0,1,0
0.45431534854546374,0.896551724137931,1.0,-1.1051377630833519,4.0,0,0,1,0,0,0,0,0,1,0
0.5411795103305984,0.06896551724137931,0.0,1.149424099999973,2.0,0,0,1,0,0,0,0,0,1,0
0.8505238574123131,0.27586206896551724,0.0,0.8363492592711522,2.0,0,0,0,1,0,0,1,0,0,0
0.3735834633923952,0.7241379310344828,1.0,-0.5927887697674793,4.0,0,0,1,0,0,0,0,0,1,0
0.4937615670620181,0.5517241379310345,0.0,-0.42169346827084053,4.0,0,1,0,0,0,0,0,1,0,0
0.5797425951475519,0.4482758620689655,1.0,0.35265871518338515,3.0,0,0,1,0,0,0,0,0,1,0
0.18924210080601,0.3103448275862069,0.0,0.24768020486970455,3.0,0,1,0,0,0,0,0,1,0,0
0.9018903882106507,0.41379310344827586,0.0,0.37918999536079784,3.0,0,1,0,0,0,0,0,1,0,0
0.6749090032654468,0.3793103448275862,1.0,0.9202074284179167,2.0,1,0,0,0,0,0,1,0,0,0
0.633943938670777,0.896551724137931,0.0,-1.103787793493795,4.0,1,0,0,0,0,0,0,0,1,0
0.09955770413319545,0.0,0.0,1.3200994712591287,1.0,0,0,0,0,1,0,1,0,0,0
0.6048155160437481,0.9310344827586207,0.0,-0.6779587176406934,4.0,0,1,0,0,0,0,0,0,1,0
0.12104681240753669,0.7241379310344828,0.0,-1.4604073564298399,4.0,0,0,1,0,0,0,0,1,0,0
0.07873524630820133,0.9655172413793103,0.0,-1.4491570263695774,4.0,0,0,0,1,0,0,0,0,1,0
0.527864123576216,0.6206896551724138,0.0,-0.2893592349520683,4.0,0,0,1,0,0,0,1,0,0,0
0.4031956268653263,0.6206896551724138,0.0,-0.7355617844033433,4.0,0,1,0,0,0,0,1,0,0,0
0.5894341883268696,0.1724137931034483,0.0,1.157109840305673,2.0,0,0,1,0,0,0,0,0,1,0
0.08927183650136321,0.41379310344827586,0.0,0.11012596829233473,3.0,0,0,1,0,0,0,0,1,0,0
0.4314255672206451,0.6206896551724138,0.0,-0.8324836376378588,4.0,0,0,1,0,0,0,1,0,0,0
0.17493473538418572,0.41379310344827586,1.0,0.3100287413504769,3.0,0,0,1,0,0,0,0,0,0,1
0.9881818172258571,0.896551724137931,1.0,-1.0512672061920714,4.0,0,0,0,0,1,0,1,0,0,0
0.5617423370661417,0.8620689655172413,0.0,-1.464560227870279,4.0,0,0,1,0,0,0,0,1,0,0
0.6881741453325496,0.7241379310344828,0.0,-1.0239311857586917,4.0,0,1,0,0,0,0,1,0,0,0
0.3257394439843164,0.6896551724137931,1.0,-0.27560279084023476,4.0,0,0,1,0,0,0,0,1,0,0
0.09479492445749287,0.10344827586206896,0.0,1.0164844179981567,2.0,1,0,0,0,0,0,0,1,0,0
0.9769396868329775,0.7931034482758621,0.0,-1.8767078982039591,4.0,0,0,0,1,0,0,1,0,0,0
0.28653518722057125,0.034482758620689655,0.0,1.4740032224478632,1.0,0,1,0,0,0,0,0,0,1,0
0.42424244238143194,0.48275862068965514,1.0,0.012674920339482088,4.0,0,1,0,0,0,0,0,1,0,0
0.650558017742709,0.3793103448275862,0.0,0.12374623392425727,3.0,0,0,0,1,0,0,0,0,1,0
0.02467279825460803,1.0,1.0,-1.9464689411717133,4.0,0,0,1,0,0,0,1,0,0,0
0.8111375924800847,0.896551724137931,1.0,-0.6785939423989704,4.0,0,1,0,0,0,0,0,1,0,0
0.5371420703369326,0.20689655172413793,0.0,0.7457975893695801,2.0,0,0,1,0,0,1,0,0,0,0
0.2784840951948396,0.6551724137931034,1.0,-0.48600576792545147,4.0,0,0,0,1,0,0,0,0,1,0
0.06162591272121358,0.5862068965517241,0.0,-0.4836364613335234,4.0,0,1,0,0,0,0,0,0,1,0
0.16263231103924497,0.7586206896551724,0.0,-0.21619182011579557,4.0,0,0,0,1,0,0,0,0,1,0
0.8960097650086696,0.41379310344827586,0.0,0.41501428946688934,3.0,1,0,0,0,0,0,0,1,0,0
0.6867598845816671,0.5517241379310345,0.0,0.057351040587386236,4.0,0,0,1,0,0,0,0,0,1,0
0.2501360826776897,0.10344827586206896,0.0,0.7787716585438008,2.0,0,0,0,1,0,0,0,0,1,0
0.06562328185844914,0.8275862068965517,0.0,-1.2450000473394724,4.0,0,1,0,0,0,1,0,0,0,0
0.6913562502930124,0.4482758620689655,0.0,-0.11142792183622068,4.0,0,0,1,0,0,0,1,0,0,0
0.5730127904774419,0.6551724137931034,0.0,-1.121005901815699,4.0,0,1,0,0,0,0,0,1,0,0
0.40493161039480124,0.9310344827586207,0.0,-1.191764081858822,4.0,0,0,1,0,0,0,0,0,1,0
0.3639765134943099,0.41379310344827586,1.0,-0.5048392567202138,4.0,0,0,1,0,0,1,0,0,0,0
0.2170106047237191,0.06896551724137931,0.0,1.5622347488226078,1.0,0,0,1,0,0,0,0,0,1,0
0.6703280512509823,0.8620689655172413,0.0,-1.188971611680476,4.0,0,1,0,0,0,0,0,1,0,0
0.9717308714516607,0.8620689655172413,0.0,-1.3449143655595415,4.0,0,1,0,0,0,0,0,1,0,0
0.17586433348081312,0.5862068965517241,0.0,-0.5666317696579316,4.0,1,0,0,0,0,0,1,0,0,0
0.5977500860331395,0.4482758620689655,0.0,0.09069959512146848,4.0,0,1,0,0,0,0,0,1,0,0
0.4246197461740847,0.48275862068965514,0.0,-0.29328473895518914,4.0,0,0,1,0,0,1,0,0,0,0
0.44714927893782164,0.06896551724137931,0.0,0.6587847057658524,2.0,0,0,0,1,0,1,0,0,0,0
0.2543865212207303,0.0,0.0,1.174391855589106,2.0,0,0,1,0,0,0,0,0,1,0
0.8260304363555001,0.8620689655172413,1.0,-0.7095608837411583,4.0,0,0,1,0,0,0,0,1,0,0
0.48576049191200943,0.7931034482758621,1.0,-0.5356358963400466,4.0,0,0,0,0,1,0,0,1,0,0
0.5439775803702188,0.5517241379310345,0.0,-0.34007709427104765,4.0,0,0,1,0,0,0,1,0,0,0
0.30505833154176515,0.06896551724137931,1.0,1.2888092943934786,1.0,0,0,0,1,0,0,0,1,0,0
0.18196455711196508,0.4482758620689655,0.0,-0.29167527919085057,4.0,0,0,1,0,0,1,0,0,0,0
0.0859562499370737,0.06896551724137931,0.0,0.7408224830823964,2.0,0,1,0,0,0,0,0,1,0,0
0.7148870951901951,0.41379310344827586,1.0,0.5247875887167477,3.0,1,0,0,0,0,0,0,1,0,0
0.19640695486805146,0.48275862068965514,0.0,-0.011249735698756065,4.0,0,0,1,0,0,0,0,1,0,0
0.6908156711395177,0.5862068965517241,0.0,0.22062274165121323,3.0,0,1,0,0,0,0,0,0,0,1
0.39077227528056246,0.4482758620689655,0.0,-0.22732263092321806,4.0,0,1,0,0,0,0,0,1,0,0
0.4161998242848467,0.6896551724137931,0.0,-0.9434134285989583,4.0,0,0,1,0,0,0,0,1,0,0
0.46966390293440125,0.8620689655172413,0.0,-0.7799811924702826,4.0,0,0,1,0,0,0,0,1,0,0
0.3680782817950386,0.06896551724137931,0.0,0.8088158167323862,2.0,0,0,1,0,0,0,1,0,0,0
0.10068274682502985,0.6206896551724138,0.0,-0.7363290654219328,4.0,0,1,0,0,0,0,0,0,1,0
0.3099348275782863,0.24137931034482757,0.0,0.23909999423417475,3.0,0,1,0,0,0,0,0,1,0,0
0.6644444000724998,0.10344827586206896,1.0,1.0979180744777584,2.0,0,0,1,0,0,0,1,0,0,0
